,ingredients,vegetables,meat,seafood,fruits,mushrooms,grains,id,dish,label
256,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Паштет (тот самый) с апельсиновым конфитюром 150гр,Закуски
257,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Куриные крылья барбекю 200гр,Закуски
258,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Куриные крылья в манго-чили соусе 200гр,Закуски
259,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Куриные крылья терияки 200гр,Закуски
260,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Куриные крылья в остром цитрусовом соусе 200гр,Закуски
261,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Большая тарелка к пиву 620гр,Закуски
262,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Тигровые креветки в кокосовой панировке 160гр,Закуски
263,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Бородинские гренки 150гр,Закуски
264,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Наггетсы 200гр,Закуски
265,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Сырные палочки 200гр,Закуски
266,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Фисташки 75гр,Закуски
267,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Эспрессо 30мл,Кофе
268,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Американо 150мл,Кофе
269,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Латте 250мл,Кофе
270,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Латте Большой 400мл,Кофе
271,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Капучино 180мл,Кофе
272,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Капучино Большой 280мл,Кофе
273,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Флэт уайт 250мл,Кофе
274,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Сливочный раф 350мл,Кофе
275,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Цитрусовый раф 350мл,Кофе
276,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Арахисовый раф 350мл,Кофе
277,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Какао 350мл,Кофе
278,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Матча-латте 250мл,Кофе
279,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001019311632,Имбирный латте с сюрпризом 400мл,Кофе
280,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Салаты,Меню Кухни
281,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Супы,Меню Кухни
282,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Горячие блюда,Меню Кухни
283,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Стрит-Фуд,Меню Кухни
284,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Пасты,Меню Кухни
285,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Закуски,Меню Кухни
286,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Десерты,Меню Кухни
287,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Классические коктейли,Барное меню
288,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Миксы,Барное меню
289,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Шприцы,Барное меню
290,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Авторские коктейли,Барное меню
291,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Наши настойки и позиционное меню,Барное меню
292,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Безалкогольные коктейли и напитки,Барное меню
293,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Милкшейки,Барное меню
294,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Авторские чаи,Барное меню
295,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,"Кофе, чай и соки",Барное меню
296,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001044756053,Летнее меню,Летнее меню
297,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 30см БМТ,Остальное
298,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 30см курица терияки,Остальное
299,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 30см мелт,Остальное
300,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 30см инд/ветч,Остальное
301,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Cэндвич 30 см Альпийский,Остальное
302,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 30см куриная грудка,Остальное
303,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 30см биф клаб мелт,Остальное
304,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 30см Лосось Крем-Чиз,Остальное
305,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 30см с грибами,Остальное
306,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 15см БМТ,Остальное
307,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 15см инд/ветч,Остальное
308,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 15см мелт,Остальное
309,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 15см Тунец,Остальное
310,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 15см биф клаб мелт,Остальное
311,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 15см индейка,Остальное
312,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 15см куриная грудка,Остальное
313,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Сэндвич 15см свинина,Остальное
314,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Бекон доп.,Остальное
315,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,"Кока-Кола (ассорт.) бут. 0,5",Остальное
316,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,"Сок Добрый (ассорт.) упак. 0,33",Остальное
317,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Кукис,Остальное
318,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Хэш-браун 3 шт.,Остальное
319,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001043339969,Салат куриная грудка,Остальное
320,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,"Чушь из стерляди с брусникой, с тостами из бородинского хлеба и лимоном",Холодные закуски
321,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Нерка домашнего посола,Холодные закуски
322,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Муксун домашнего посола,Холодные закуски
323,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Карпаччо из сыровяленого мяса лося,Холодные закуски
324,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,"Мясная тарелка на компанию (лось, ростбиф, утка)",Холодные закуски
325,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Тар-тар из лося на картофельной вафле,Холодные закуски
326,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Большой бутерброд по-датски: Смёрребрёд с муксуном и картофелем,Холодные закуски
327,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Большой бутерброд по-датски: Смёрребрёд с уткой и апельсином,Холодные закуски
328,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Большой бутерброд по-датски: Смёрребрёд с ростбифом и томатами,Холодные закуски
329,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Тарелка свежих овощей,Холодные закуски
330,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Салат с муксуном и овощами,Салаты
331,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Салат с кальмаром и авокадо,Салаты
332,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Салат с уткой гриль и яблоком,Салаты
333,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Салат с курицей гриль и творожным сыром,Салаты
334,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Салат с хрустящим баклажаном,Салаты
335,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Салат с киноа и овощами,Салаты
336,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Соус сырный,Соусы
337,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,"Соус ""Панчетта""",Соусы
338,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Соус томатный,Соусы
339,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001075243532,Соус чили кисло-сладкий,Соусы
